X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
132.500,0.000,0.000,7.117,23.413,0.0,1.0e-06,0.100
132.500,0.000,0.000,6.500,16.836,0.2,1.2e-04,0.462
132.500,0.000,0.000,8.866,12.996,0.4,1.2e-04,0.377
132.500,0.000,0.000,8.313,16.111,0.4,1.2e-04,0.393
132.500,0.000,0.000,8.038,23.507,0.4,1.1e-04,0.466
132.500,0.000,0.000,0.000,30.491,0.3,9.9e-05,0.502
