time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,1.973480145e-03,1.958816000e-03,2.115731200e-06,5.876448000e-05,1.995633195e+01,2.008000000e+01
6.070000e-06,1.268567109e-03,1.212025600e-03,1.258208000e-06,3.636076800e-05,1.984840941e+01,2.047000000e+01
7.080000e-06,8.685182489e-04,8.404672000e-04,8.887488000e-07,2.521401600e-05,1.977004984e+01,2.022000000e+01
8.520000e-06,5.574386776e-04,5.389696000e-04,5.523520000e-07,1.616908800e-05,1.951574353e+01,1.997000000e+01
1.053000e-05,3.450437439e-04,3.411200000e-04,3.691968000e-07,1.023360000e-05,1.887784585e+01,1.902000000e+01
1.255000e-05,2.405456708e-04,2.421689600e-04,2.734208000e-07,7.265068800e-06,1.792164702e+01,1.785000000e+01
1.456000e-05,1.829385964e-04,1.864876800e-04,2.503820800e-07,5.594630400e-06,1.679229180e+01,1.659000000e+01
1.744000e-05,1.351901570e-04,1.391244800e-04,1.563116800e-07,4.173734400e-06,1.520693338e+01,1.492000000e+01
2.146000e-05,9.826116638e-05,1.013913600e-04,1.174764800e-07,3.041740800e-06,1.331307422e+01,1.304000000e+01
2.549000e-05,7.607026955e-05,7.827392000e-05,1.021260800e-07,2.348217600e-06,1.185285022e+01,1.163000000e+01
2.950000e-05,6.118994524e-05,6.260864000e-05,9.244352000e-08,1.878259200e-06,1.074217994e+01,1.058000000e+01
3.528000e-05,4.652033202e-05,4.731072000e-05,6.554752000e-08,1.419321600e-06,9.570610926e+00,9.470000000e+00
4.330000e-05,3.348452780e-05,3.384960000e-05,5.106304000e-08,1.015488000e-06,8.469801117e+00,8.410000000e+00
5.140000e-05,2.504686909e-05,2.537932800e-05,4.838656000e-08,7.613798400e-07,7.723396485e+00,7.660000000e+00
5.941000e-05,1.938011329e-05,1.957766400e-05,4.324352000e-08,5.873299200e-07,7.198561139e+00,7.150000000e+00
7.095000e-05,1.375692119e-05,1.397017600e-05,2.468659200e-08,4.191052800e-07,6.729472043e+00,6.660000000e+00
8.707000e-05,9.407048455e-06,9.349312000e-06,2.068499200e-08,2.804793600e-07,6.163574707e+00,6.190000000e+00
1.031600e-04,6.780057483e-06,6.560000000e-06,1.749945600e-08,1.968000000e-07,5.779736236e+00,5.910000000e+00
1.192200e-04,5.037423458e-06,4.817664000e-06,2.059840000e-08,1.445299200e-07,5.535986084e+00,5.700000000e+00
1.423300e-04,3.290908748e-06,3.206528000e-06,1.130944000e-08,9.619584000e-08,5.472820238e+00,5.570000000e+00
1.745400e-04,1.860722876e-06,1.958291200e-06,1.022048000e-08,5.874873600e-08,5.696871303e+00,5.510000000e+00
