X,Z,thk(m),rho(Ohmm),mpa(rad),tau_p(s),c()
139.208,404.151,7.117,23.413,0.0,1e-06,0.1
139.208,404.151,6.5,16.836,0.2,0.00012,0.462
139.208,404.151,8.866,12.996,0.4,0.00012,0.377
139.208,404.151,8.313,16.111,0.4,0.00012,0.393
139.208,404.151,8.038,23.507,0.4,0.00011,0.466
139.208,404.151,0.0,30.491,0.3,9.9e-05,0.502
