time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,2.087547600e-03,1.958816000e-03,2.115731200e-06,1.762934400e-04,1.922257816e+01,2.008000000e+01
6.070000e-06,1.311431667e-03,1.212025600e-03,1.258208000e-06,1.090823040e-04,1.941351742e+01,2.047000000e+01
7.080000e-06,8.771779037e-04,8.404672000e-04,8.887488000e-07,7.564204800e-05,1.963971920e+01,2.022000000e+01
8.520000e-06,5.466997039e-04,5.389696000e-04,5.523520000e-07,4.850726400e-05,1.977048282e+01,1.997000000e+01
1.053000e-05,3.287845570e-04,3.411200000e-04,3.691968000e-07,3.070080000e-05,1.949519574e+01,1.902000000e+01
1.255000e-05,2.257412453e-04,2.421689600e-04,2.734208000e-07,2.179520640e-05,1.869687417e+01,1.785000000e+01
1.456000e-05,1.708309383e-04,1.864876800e-04,2.503820800e-07,1.678389120e-05,1.757663969e+01,1.659000000e+01
1.744000e-05,1.265246959e-04,1.391244800e-04,1.563116800e-07,1.252120320e-05,1.589357114e+01,1.492000000e+01
2.146000e-05,9.289872372e-05,1.013913600e-04,1.174764800e-07,9.125222400e-06,1.382058622e+01,1.304000000e+01
2.549000e-05,7.270197479e-05,7.827392000e-05,1.021260800e-07,7.044652800e-06,1.221617639e+01,1.163000000e+01
2.950000e-05,5.906289798e-05,6.260864000e-05,9.244352000e-08,5.634777600e-06,1.099856344e+01,1.058000000e+01
3.528000e-05,4.552670789e-05,4.731072000e-05,6.554752000e-08,4.257964800e-06,9.709362155e+00,9.470000000e+00
4.330000e-05,3.354938318e-05,3.384960000e-05,5.106304000e-08,3.046464000e-06,8.458882102e+00,8.410000000e+00
5.140000e-05,2.582294098e-05,2.537932800e-05,4.838656000e-08,2.284139520e-06,7.567867024e+00,7.660000000e+00
5.941000e-05,2.056473654e-05,1.957766400e-05,4.324352000e-08,1.761989760e-06,6.919389929e+00,7.150000000e+00
7.095000e-05,1.507252666e-05,1.397017600e-05,2.468659200e-08,1.257315840e-06,6.331954504e+00,6.660000000e+00
8.707000e-05,1.034333574e-05,9.349312000e-06,2.068499200e-08,8.414380800e-07,5.785770067e+00,6.190000000e+00
1.031600e-04,7.217579321e-06,6.560000000e-06,1.749945600e-08,5.904000000e-07,5.543736246e+00,5.910000000e+00
1.192200e-04,5.066818334e-06,4.817664000e-06,2.059840000e-08,4.335897600e-07,5.514554177e+00,5.700000000e+00
1.423300e-04,2.980581709e-06,3.206528000e-06,1.130944000e-08,2.885875200e-07,5.846389184e+00,5.570000000e+00
1.745400e-04,1.432822940e-06,1.958291200e-06,1.022048000e-08,1.762462080e-07,6.781032964e+00,5.510000000e+00
