time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,1.998434693e-03,1.958816000e-03,2.115731200e-06,9.794080000e-05,1.978985384e+01,2.008000000e+01
6.070000e-06,1.266015383e-03,1.212025600e-03,1.258208000e-06,6.060128000e-05,1.987507085e+01,2.047000000e+01
7.080000e-06,8.564136638e-04,8.404672000e-04,8.887488000e-07,4.202336000e-05,1.995590087e+01,2.022000000e+01
8.520000e-06,5.439583608e-04,5.389696000e-04,5.523520000e-07,2.694848000e-05,1.983685096e+01,1.997000000e+01
1.053000e-05,3.357905235e-04,3.411200000e-04,3.691968000e-07,1.705600000e-05,1.922307750e+01,1.902000000e+01
1.255000e-05,2.353020410e-04,2.421689600e-04,2.734208000e-07,1.210844800e-05,1.818691987e+01,1.785000000e+01
1.456000e-05,1.803175437e-04,1.864876800e-04,2.503820800e-07,9.324384000e-06,1.695462593e+01,1.659000000e+01
1.744000e-05,1.346331793e-04,1.391244800e-04,1.563116800e-07,6.956224000e-06,1.524884525e+01,1.492000000e+01
2.146000e-05,9.886701032e-05,1.013913600e-04,1.174764800e-07,5.069568000e-06,1.325863135e+01,1.304000000e+01
2.549000e-05,7.700882935e-05,7.827392000e-05,1.021260800e-07,3.913696000e-06,1.175634762e+01,1.163000000e+01
2.950000e-05,6.215903877e-05,6.260864000e-05,9.244352000e-08,3.130432000e-06,1.063023681e+01,1.058000000e+01
3.528000e-05,4.737240557e-05,4.731072000e-05,6.554752000e-08,2.365536000e-06,9.455501602e+00,9.470000000e+00
4.330000e-05,3.412934566e-05,3.384960000e-05,5.106304000e-08,1.692480000e-06,8.362780360e+00,8.410000000e+00
5.140000e-05,2.550642965e-05,2.537932800e-05,4.838656000e-08,1.268966400e-06,7.630345096e+00,7.660000000e+00
5.941000e-05,1.968500693e-05,1.957766400e-05,4.324352000e-08,9.788832000e-07,7.124037395e+00,7.150000000e+00
7.095000e-05,1.387410548e-05,1.397017600e-05,2.468659200e-08,6.985088000e-07,6.691525924e+00,6.660000000e+00
8.707000e-05,9.364896448e-06,9.349312000e-06,2.068499200e-08,4.674656000e-07,6.182055960e+00,6.190000000e+00
1.031600e-04,6.685061916e-06,6.560000000e-06,1.749945600e-08,3.280000000e-07,5.834361222e+00,5.910000000e+00
1.192200e-04,4.950381144e-06,4.817664000e-06,2.059840000e-08,2.408832000e-07,5.600690040e+00,5.700000000e+00
1.423300e-04,3.237321051e-06,3.206528000e-06,1.130944000e-08,1.603264000e-07,5.533049590e+00,5.570000000e+00
1.745400e-04,1.835997267e-06,1.958291200e-06,1.022048000e-08,9.791456000e-08,5.747904177e+00,5.510000000e+00
