X,Z,thk(m),rho(Ohmm),mpa(rad),tau_p(s),c()
139.208,404.151,6.629,23.521,0.0,1e-06,0.1
139.208,404.151,6.74,20.505,0.2,0.00012,0.495
139.208,404.151,10.007,14.206,0.4,0.00012,0.379
139.208,404.151,8.366,16.986,0.5,0.00011,0.392
139.208,404.151,8.031,25.115,0.3,0.0001,0.475
139.208,404.151,0.0,30.941,0.3,9.9e-05,0.504
