time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,2.057494871e-03,1.958816000e-03,2.115731200e-06,1.371171200e-04,1.940930804e+01,2.008000000e+01
6.070000e-06,1.296144732e-03,1.212025600e-03,1.258208000e-06,8.484179200e-05,1.956586298e+01,2.047000000e+01
7.080000e-06,8.702976883e-04,8.404672000e-04,8.887488000e-07,5.883270400e-05,1.974309232e+01,2.022000000e+01
8.520000e-06,5.460011709e-04,5.389696000e-04,5.523520000e-07,3.772787200e-05,1.978734162e+01,1.997000000e+01
1.053000e-05,3.314134612e-04,3.411200000e-04,3.691968000e-07,2.387840000e-05,1.939196317e+01,1.902000000e+01
1.255000e-05,2.292193184e-04,2.421689600e-04,2.734208000e-07,1.695182720e-05,1.850726051e+01,1.785000000e+01
1.456000e-05,1.742554636e-04,1.864876800e-04,2.503820800e-07,1.305413760e-05,1.734559752e+01,1.659000000e+01
1.744000e-05,1.294402531e-04,1.391244800e-04,1.563116800e-07,9.738713600e-06,1.565400455e+01,1.492000000e+01
2.146000e-05,9.504168587e-05,1.013913600e-04,1.174764800e-07,7.097395200e-06,1.361205020e+01,1.304000000e+01
2.549000e-05,7.424958612e-05,7.827392000e-05,1.021260800e-07,5.479174400e-06,1.204583034e+01,1.163000000e+01
2.950000e-05,6.017930286e-05,6.260864000e-05,9.244352000e-08,4.382604800e-06,1.086211419e+01,1.058000000e+01
3.528000e-05,4.619915295e-05,4.731072000e-05,6.554752000e-08,3.311750400e-06,9.614916634e+00,9.470000000e+00
4.330000e-05,3.376878965e-05,3.384960000e-05,5.106304000e-08,2.369472000e-06,8.422202294e+00,8.410000000e+00
5.140000e-05,2.571578720e-05,2.537932800e-05,4.838656000e-08,1.776552960e-06,7.588875219e+00,7.660000000e+00
5.941000e-05,2.024820187e-05,1.957766400e-05,4.324352000e-08,1.370436480e-06,6.991315972e+00,7.150000000e+00
7.095000e-05,1.463777679e-05,1.397017600e-05,2.468659200e-08,9.779123200e-07,6.456716916e+00,6.660000000e+00
8.707000e-05,9.995249713e-06,9.349312000e-06,2.068499200e-08,6.544518400e-07,5.919329095e+00,6.190000000e+00
1.031600e-04,7.035072614e-06,6.560000000e-06,1.749945600e-08,4.592000000e-07,5.639204970e+00,5.910000000e+00
1.192200e-04,5.033913748e-06,4.817664000e-06,2.059840000e-08,3.372364800e-07,5.538558960e+00,5.700000000e+00
1.423300e-04,3.076487427e-06,3.206528000e-06,1.130944000e-08,2.244569600e-07,5.724246323e+00,5.570000000e+00
1.745400e-04,1.574150193e-06,1.958291200e-06,1.022048000e-08,1.370803840e-07,6.368836430e+00,5.510000000e+00
