,thk_00,thk_01,thk_02,thk_03,thk_04,rho0_00,rho0_01,rho0_02,rho0_03,rho0_04,rho0_05,max_pha_00,max_pha_01,max_pha_02,max_pha_03,max_pha_04,max_pha_05,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,tau_phi_04,tau_phi_05,c_00,c_01,c_02,c_03,c_04,c_05
dB/dt tg01,-8.596489928478389e-05,2.922661216672049e-05,7.756451549554702e-11,3.632436034016823e-11,1.2950249536022079e-12,-0.00018866805058164387,-1.024478402259421e-05,1.4739515114686324e-06,-2.7087277757432648e-11,-1.1567104413962522e-12,2.1673623624656873e-12,0.03579911571103777,0.0017962874945037473,-0.00019048311522299054,5.578085428650855e-09,1.6635564134664593e-10,2.577319027533579e-10,0.21415896009773192,-0.15121292175315934,-0.02570580730567314,1.5148526865620504e-06,1.548055779053971e-07,2.220672517995219e-07,-4.198694519812732e-05,-0.0006872172280352158,0.00014650415145789342,-4.914504632694573e-09,-1.6383978080785088e-10,-1.1715690860422112e-10
dB/dt tg02,-5.2638665910674245e-05,3.321315383772644e-05,1.0637554969292066e-11,3.7060926441541635e-11,1.2888932527261038e-12,-0.00011651289957872481,-1.3460831319750187e-05,2.2486450858479396e-06,-2.5840042577210557e-11,-1.1640528864342062e-12,2.1663795022867138e-12,0.021112359145292765,0.002104179418558211,-0.0002808989412216595,5.4487252651374e-09,1.6759113584553045e-10,2.574032246154463e-10,0.13148546547474574,-0.011657939977769373,-0.043687844505399115,1.4263761804676122e-06,1.5477024260027153e-07,2.2195061758353724e-07,-2.5958952149602263e-05,-0.0007118852501176237,0.0002126647427119594,-4.820291667256897e-09,-1.644519844519821e-10,-1.1709446733770554e-10
dB/dt tg03,-3.121156540607497e-05,3.097447118769678e-05,-7.790889857438719e-11,3.804476084738523e-11,1.2811179641581327e-12,-7.682939744411826e-05,-1.3326911333140953e-05,2.7853560770364545e-06,-2.419400517567653e-11,-1.1740258800632142e-12,2.165784569651e-12,0.01330507347044747,0.001982713884235211,-0.0003373844881392651,5.278479647470071e-09,1.6927256494890997e-10,2.570104967483363e-10,0.08614363379465191,0.06844077151018822,-0.05889035199469782,1.3094743617780002e-06,1.5475494190594682e-07,2.218175029221523e-07,-1.7129926188763103e-05,-0.0006231425092586407,0.00025252988350574706,-4.6963425623531834e-09,-1.6529553441769747e-10,-1.170056148827421e-10
dB/dt tg04,-1.5115073053008264e-05,2.33816984405557e-05,8.969913908007492e-11,3.610585269964676e-11,1.292653885136499e-12,-4.643715373554244e-05,-1.1173460753189973e-05,3.111895551659071e-06,-2.7168367484011568e-11,-1.1526979203562573e-12,2.159336568026139e-12,0.007563687070717194,0.0015872650754163305,-0.0003624290194999393,5.571430254673521e-09,1.6567487851747403e-10,2.573161775031656e-10,0.05156633721196305,0.11979699918374413,-0.07218599232144565,1.523865563795948e-06,1.5434788848966466e-07,2.21822631145854e-07,-1.0358719070592324e-05,-0.000460167266550139,0.0002686239027739945,-4.905938699279448e-09,-1.633680093895894e-10,-1.17245924091212e-10
dB/dt tg05,-8.201154279726284e-06,1.1655654397539566e-05,2.592071996110101e-10,3.513270725631764e-11,1.2971478084383575e-12,-2.525633860134104e-05,-7.800136067126038e-06,2.9640082477314573e-06,-2.5084266476246345e-11,-1.1412870956130894e-12,2.153301058548842e-12,0.0037329523151314707,0.0010502467383073357,-0.00032689975904691654,4.881826021378214e-09,1.6374624807614997e-10,2.572962529220522e-10,0.02762655405243648,0.12894420880307605,-0.07651794366121314,1.5293108201460081e-06,1.539839052598932e-07,2.217250634026064e-07,-5.636886989229565e-06,-0.00027922210590647074,0.00024105638397753387,-4.241862439714606e-09,-1.6229283333884266e-10,-1.1739015809687052e-10
dB/dt tg06,-6.863355380413843e-06,3.3253724224025817e-06,4.2034986879879193e-10,4.719544508195762e-11,1.2136756051146682e-12,-1.4823968943636377e-05,-5.291512513246977e-06,2.5200981409797273e-06,5.657169700175944e-11,-1.268403642551985e-12,2.169211504455733e-12,0.0019516383234315972,0.0006746114978595056,-0.0002629530024978406,-1.1225804933079914e-08,1.8517546553799474e-10,2.5390401283527125e-10,0.015930433903518577,0.1142443692050448,-0.0711071892538113,-1.7609213543311208e-06,1.551301153534599e-07,2.208586237096224e-07,-3.3084323159995298e-06,-0.00016686160191409815,0.00019467519116043799,1.0063899528977225e-08,-1.734142606309688e-10,-1.1610167308072194e-10
dB/dt tg07,-6.706121122666396e-06,-1.607477381656886e-06,8.53161643174755e-09,4.017820324679691e-11,1.2589238553193197e-12,-9.318693991534922e-06,-3.640347279005919e-06,2.0155305335110337e-06,4.490606129878116e-10,-1.1927993337189057e-12,2.153065676508297e-12,0.0010741801060702855,0.0004377505136996244,-0.0001981799267710433,-1.0107538710746591e-07,1.724106325828905e-10,2.554425229938534e-10,0.00981388302273186,0.0953840769624635,-0.06165478563791863,-1.354168849882793e-05,1.541389727248208e-07,2.211219821037388e-07,-2.077764764517879e-06,-0.00010204306411410844,0.00014831117418032306,9.194150859774914e-08,-1.6669746627823112e-10,-1.1690825365755625e-10
dB/dt tg08,-6.524459294624589e-06,-4.921079559616599e-06,4.922587440725129e-08,-6.21141159835516e-12,1.5688326917611725e-12,-5.218618509106718e-06,-2.230474348794834e-06,1.3575621328652996e-06,2.887909776884977e-09,-6.98391235366505e-13,2.068767510220838e-12,0.0004741759088746874,0.0002446363259208946,-0.0001206045259683445,-6.42072616300874e-07,8.900384327693277e-11,2.6703581036536003e-10,0.005313230286507255,0.07200636800756846,-0.046735580696912186,-9.21480409781231e-05,1.485953557624651e-07,2.2365032788158852e-07,-1.1602751089995936e-06,-5.345324324260447e-05,9.238277269122543e-05,5.823020060743235e-07,-1.230912250922122e-10,-1.2205748831751608e-10
dB/dt tg09,-5.809410004909287e-06,-5.950084774069661e-06,2.044886752707066e-07,1.0948498242126839e-10,7.834606153115712e-13,-2.6810698588883683e-06,-1.2491351209679845e-06,6.303091356394335e-07,1.7610360921229942e-08,-1.925803629789313e-12,2.2542194049530966e-12,0.00015441170451188836,0.00011911919495529843,-4.2133743831075975e-05,-3.7495324392609957e-06,2.959934014517672e-10,2.3657765869916945e-10,0.002586178075779022,0.04927717402888272,-0.02777613591274654,-0.0006169898263023349,1.6112031604802921e-07,2.1654557663994738e-07,-5.921583501779487e-07,-2.5166064754154725e-05,3.454668774102377e-05,3.3756775518536963e-06,-2.3095375480764234e-10,-1.0944685695363179e-10
dB/dt tg10,-4.801454911086111e-06,-5.4307540839000455e-06,4.160418710762598e-07,1.7580568548655042e-10,3.3135085595631593e-13,-1.5770925970614508e-06,-7.837720456141871e-07,1.0933550822800581e-07,4.650296790320383e-08,-2.6286859537526784e-12,2.3568314713364185e-12,4.5182521044630546e-05,6.466347642026056e-05,9.865571104549697e-06,-9.630389554910843e-06,4.145078180944247e-10,2.1889549489862768e-10,0.001437272035863314,0.03523279380635579,-0.012657253208684762,-0.001711830973414005,1.6811800617656933e-07,2.123309465385987e-07,-3.452744478300778e-07,-1.4196570740553635e-05,-4.564132656905557e-06,8.66695678838508e-06,-2.9266338826333907e-10,-1.0224823730946099e-10
dB/dt tg11,-3.838096417971716e-06,-4.555158417016549e-06,5.742346933161795e-07,-2.9094069805633013e-10,3.4641611768309097e-12,-1.0358280969211178e-06,-5.384057201807293e-07,-2.357252308166316e-07,8.453382517850069e-08,2.330648053347504e-12,1.56728682754582e-12,6.729034745249242e-06,3.856098797403303e-05,4.260307691881853e-05,-1.705240969904927e-05,-4.216249360894673e-10,3.3853786469671847e-10,0.0008954845502169086,0.02631493099980022,-0.0015192815339551467,-0.0032456950432798214,1.1498703461625914e-07,2.3939519369468726e-07,-2.246562045270479e-07,-9.380609794050131e-06,-2.875524599138153e-05,1.5373220220890324e-05,1.437636377182831e-10,-1.533265139322608e-10
dB/dt tg12,-2.7201678419593067e-06,-3.3796504825954144e-06,6.532539347662629e-07,-4.530655101243655e-10,4.1455856887616676e-12,-6.399303277257204e-07,-3.4596805976815985e-07,-5.082692843845068e-07,1.374821184853375e-07,3.993147001861674e-12,1.3825589676252694e-12,-1.0883957759158605e-05,2.009464565348968e-05,6.68104085152835e-05,-2.6933519958374948e-05,-6.906138358297015e-10,3.642414208845766e-10,0.0005171367613160982,0.018330902699694823,0.008747558874948878,-0.00550716169950263,8.843937499033457e-08,2.4503452487977677e-07,-1.3704407542782618e-07,-6.051446392000007e-06,-4.5747494435450625e-05,2.4408147508346006e-05,2.8679016643788507e-10,-1.6468219500272295e-10
