X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
107.500,0.000,0.000,6.786,16.756,0.0,1.0e-06,0.100
107.500,0.000,0.000,8.761,26.692,0.2,1.1e-04,0.473
107.500,0.000,0.000,8.086,14.182,0.4,1.2e-04,0.374
107.500,0.000,0.000,8.271,16.375,0.5,1.1e-04,0.369
107.500,0.000,0.000,8.020,26.249,0.3,1.0e-04,0.481
107.500,0.000,0.000,0.000,31.529,0.3,9.9e-05,0.506
