time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,3.052329748e-03,2.980864000e-03,4.019968000e-06,8.942592000e-05,1.492158398e+01,1.518000000e+01
6.070000e-06,1.883869040e-03,1.838112000e-03,2.400697600e-06,5.514336000e-05,1.524874850e+01,1.550000000e+01
7.080000e-06,1.243025762e-03,1.238003200e-03,1.685132800e-06,3.714009600e-05,1.556707352e+01,1.562000000e+01
8.520000e-06,7.604446356e-04,7.801152000e-04,1.028608000e-06,2.340345600e-05,1.586614555e+01,1.561000000e+01
1.053000e-05,4.374436796e-04,4.542144000e-04,6.460288000e-07,1.362643200e-05,1.611587078e+01,1.572000000e+01
1.255000e-05,2.816108228e-04,2.889024000e-04,3.946496000e-07,8.667072000e-06,1.613404963e+01,1.587000000e+01
1.456000e-05,1.977093532e-04,2.003424000e-04,3.164544000e-07,6.010272000e-06,1.594515421e+01,1.581000000e+01
1.744000e-05,1.305470969e-04,1.284448000e-04,1.748633600e-07,3.853344000e-06,1.556539738e+01,1.574000000e+01
2.146000e-05,8.236415471e-05,7.966464000e-05,1.109164800e-07,2.389939200e-06,1.497525177e+01,1.531000000e+01
2.549000e-05,5.683176706e-05,5.520896000e-05,8.966208000e-08,1.656268800e-06,1.439589466e+01,1.468000000e+01
2.950000e-05,4.203009653e-05,4.119680000e-05,8.032064000e-08,1.235904000e-06,1.379872229e+01,1.398000000e+01
3.528000e-05,2.973467179e-05,2.962496000e-05,4.899008000e-08,8.887488000e-07,1.289811067e+01,1.293000000e+01
4.330000e-05,2.077438459e-05,2.098412800e-05,4.710080000e-08,6.295238400e-07,1.164350910e+01,1.157000000e+01
5.140000e-05,1.583263649e-05,1.606675200e-05,3.736576000e-08,4.820025600e-07,1.048596652e+01,1.038000000e+01
5.941000e-05,1.273126165e-05,1.294156800e-05,3.101568000e-08,3.882470400e-07,9.525817921e+00,9.420000000e+00
7.095000e-05,9.766251310e-06,9.942336000e-06,2.296262400e-08,2.982700800e-07,8.456225632e+00,8.360000000e+00
8.707000e-05,7.480541974e-06,7.449536000e-06,1.847820800e-08,2.234860800e-07,7.180910969e+00,7.200000000e+00
1.031600e-04,6.031881292e-06,5.814784000e-06,1.496729600e-08,1.744435200e-07,6.248298171e+00,6.400000000e+00
1.192200e-04,4.963240954e-06,4.707456000e-06,1.711110400e-08,1.412236800e-07,5.591011559e+00,5.790000000e+00
1.423300e-04,3.675881297e-06,3.555520000e-06,1.150361600e-08,1.066656000e-07,5.083709877e+00,5.200000000e+00
1.745400e-04,2.368689039e-06,2.535571200e-06,1.112838400e-08,7.606713600e-08,4.850116526e+00,4.630000000e+00
