X,Z,thk(m),rho(Ohmm),mpa(rad),tau_p(s),c()
106.875,402.42,7.263,15.926,0.0,1e-06,0.1
106.875,402.42,7.411,24.882,0.1,0.00011,0.441
106.875,402.42,5.753,13.016,0.3,0.00013,0.412
106.875,402.42,9.889,14.689,0.5,0.00012,0.432
106.875,402.42,8.109,21.333,0.4,0.00011,0.448
106.875,402.42,0.0,31.002,0.3,9.9e-05,0.504
