time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,3.042746492e-03,2.980864000e-03,4.019968000e-06,2.086604800e-04,1.495289831e+01,1.518000000e+01
6.070000e-06,1.900930317e-03,1.838112000e-03,2.400697600e-06,1.286678400e-04,1.515737083e+01,1.550000000e+01
7.080000e-06,1.261210283e-03,1.238003200e-03,1.685132800e-06,8.666022400e-05,1.541707769e+01,1.562000000e+01
8.520000e-06,7.681503223e-04,7.801152000e-04,1.028608000e-06,5.460806400e-05,1.575986004e+01,1.561000000e+01
1.053000e-05,4.323363480e-04,4.542144000e-04,6.460288000e-07,3.179500800e-05,1.624254358e+01,1.572000000e+01
1.255000e-05,2.711477269e-04,2.889024000e-04,3.946496000e-07,2.022316800e-05,1.654648071e+01,1.587000000e+01
1.456000e-05,1.869994767e-04,2.003424000e-04,3.164544000e-07,1.402396800e-05,1.654829573e+01,1.581000000e+01
1.744000e-05,1.232684509e-04,1.284448000e-04,1.748633600e-07,8.991136000e-06,1.617224825e+01,1.574000000e+01
2.146000e-05,8.063974458e-05,7.966464000e-05,1.109164800e-07,5.576524800e-06,1.518798644e+01,1.531000000e+01
2.549000e-05,5.861552282e-05,5.520896000e-05,8.966208000e-08,3.864627200e-06,1.410233427e+01,1.468000000e+01
2.950000e-05,4.526195347e-05,4.119680000e-05,8.032064000e-08,2.883776000e-06,1.313379611e+01,1.398000000e+01
3.528000e-05,3.292977577e-05,2.962496000e-05,4.899008000e-08,2.073747200e-06,1.204968469e+01,1.293000000e+01
4.330000e-05,2.267318655e-05,2.098412800e-05,4.710080000e-08,1.468888960e-06,1.098401096e+01,1.157000000e+01
5.140000e-05,1.648152362e-05,1.606675200e-05,3.736576000e-08,1.124672640e-06,1.020890250e+01,1.038000000e+01
5.941000e-05,1.261889979e-05,1.294156800e-05,3.101568000e-08,9.059097600e-07,9.582281188e+00,9.420000000e+00
7.095000e-05,9.107702874e-06,9.942336000e-06,2.296262400e-08,6.959635200e-07,8.859092919e+00,8.360000000e+00
8.707000e-05,6.682915419e-06,7.449536000e-06,1.847820800e-08,5.214675200e-07,7.741484976e+00,7.200000000e+00
1.031600e-04,5.357783494e-06,5.814784000e-06,1.496729600e-08,4.070348800e-07,6.761974003e+00,6.400000000e+00
1.192200e-04,4.482864135e-06,4.707456000e-06,1.711110400e-08,3.295219200e-07,5.983614128e+00,5.790000000e+00
1.423300e-04,3.451335536e-06,3.555520000e-06,1.150361600e-08,2.488864000e-07,5.301884813e+00,5.200000000e+00
1.745400e-04,2.354757280e-06,2.535571200e-06,1.112838400e-08,1.774899840e-07,4.869227965e+00,4.630000000e+00
