X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
107.500,0.000,0.000,6.932,16.285,0.0,1.0e-06,0.100
107.500,0.000,0.000,8.755,26.975,0.2,1.1e-04,0.469
107.500,0.000,0.000,7.317,13.690,0.4,1.3e-04,0.374
107.500,0.000,0.000,8.062,16.152,0.5,1.2e-04,0.364
107.500,0.000,0.000,8.019,26.064,0.3,1.0e-04,0.481
107.500,0.000,0.000,0.000,31.608,0.3,9.9e-05,0.506
