X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
107.500,0.000,0.000,7.062,15.967,0.0,1.0e-06,0.100
107.500,0.000,0.000,8.386,26.994,0.2,1.1e-04,0.463
107.500,0.000,0.000,6.430,13.275,0.4,1.3e-04,0.383
107.500,0.000,0.000,8.034,15.721,0.5,1.2e-04,0.372
107.500,0.000,0.000,8.026,25.232,0.3,1.0e-04,0.476
107.500,0.000,0.000,0.000,31.589,0.3,9.9e-05,0.506
