time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,1.890175903e-03,2.204422400e-03,3.243264000e-06,1.983980160e-04,2.053845380e+01,1.856000000e+01
6.070000e-06,1.111182015e-03,1.208352000e-03,1.732627200e-06,1.087516800e-04,2.168092822e+01,2.051000000e+01
7.080000e-06,7.074641473e-04,7.360320000e-04,1.167942400e-06,6.624288000e-05,2.266682922e+01,2.209000000e+01
8.520000e-06,4.193166758e-04,4.067200000e-04,5.885632000e-07,3.660480000e-05,2.359509580e+01,2.409000000e+01
1.053000e-05,2.309808475e-04,2.099462400e-04,3.261632000e-07,1.889516160e-05,2.466898193e+01,2.629000000e+01
1.255000e-05,1.421223621e-04,1.275264000e-04,2.136460800e-07,1.147737600e-05,2.545274764e+01,2.738000000e+01
1.456000e-05,9.598937477e-05,8.748416000e-05,1.613235200e-07,7.873574400e-06,2.581258063e+01,2.747000000e+01
1.744000e-05,6.134743863e-05,5.945984000e-05,1.112051200e-07,5.351385600e-06,2.575178878e+01,2.630000000e+01
2.146000e-05,3.896742653e-05,4.067200000e-05,9.202368000e-08,3.660480000e-06,2.466409283e+01,2.396000000e+01
2.549000e-05,2.830890757e-05,3.067456000e-05,7.732928000e-08,2.760710400e-06,2.290959225e+01,2.171000000e+01
2.950000e-05,2.237724317e-05,2.436384000e-05,6.798784000e-08,2.192745600e-06,2.100590571e+01,1.984000000e+01
3.528000e-05,1.725847863e-05,1.859628800e-05,3.783808000e-08,1.673665920e-06,1.853673290e+01,1.764000000e+01
4.330000e-05,1.308231820e-05,1.377075200e-05,3.579136000e-08,1.239367680e-06,1.584818479e+01,1.532000000e+01
5.140000e-05,1.046073802e-05,1.071641600e-05,3.261632000e-08,9.644774400e-07,1.382300326e+01,1.360000000e+01
5.941000e-05,8.702757242e-06,8.656576000e-06,3.177664000e-08,7.790918400e-07,1.227567341e+01,1.232000000e+01
7.095000e-05,6.881350387e-06,6.617728000e-06,1.640524800e-08,5.955955200e-07,1.067938012e+01,1.096000000e+01
8.707000e-05,5.274638359e-06,4.878016000e-06,1.669913600e-08,4.390214400e-07,9.064415244e+00,9.550000000e+00
1.031600e-04,4.090927156e-06,3.718208000e-06,1.541075200e-08,3.346387200e-07,8.094358567e+00,8.630000000e+00
1.192200e-04,3.159866146e-06,2.931008000e-06,1.900563200e-08,2.637907200e-07,7.554774503e+00,7.940000000e+00
1.423300e-04,2.118979523e-06,2.162700800e-06,9.491008000e-09,1.946430720e-07,7.339569212e+00,7.240000000e+00
1.745400e-04,1.210974835e-06,1.487545600e-06,8.105536000e-09,1.338791040e-07,7.585789623e+00,6.610000000e+00
