X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
95.000,0.000,0.000,6.552,20.513,0.0,1.0e-06,0.100
95.000,0.000,0.000,8.463,62.067,0.1,9.7e-05,0.527
95.000,0.000,0.000,6.001,20.247,0.3,1.2e-04,0.499
95.000,0.000,0.000,11.158,16.798,0.5,1.2e-04,0.435
95.000,0.000,0.000,8.278,19.658,0.4,1.1e-04,0.426
95.000,0.000,0.000,0.000,30.087,0.3,9.9e-05,0.500
