time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,1.988736775e-03,2.204422400e-03,3.243264000e-06,1.102211200e-04,1.985413744e+01,1.856000000e+01
6.070000e-06,1.153229561e-03,1.208352000e-03,1.732627200e-06,6.041760000e-05,2.115067166e+01,2.051000000e+01
7.080000e-06,7.227892990e-04,7.360320000e-04,1.167942400e-06,3.680160000e-05,2.234528613e+01,2.209000000e+01
8.520000e-06,4.190176867e-04,4.067200000e-04,5.885632000e-07,2.033600000e-05,2.360631862e+01,2.409000000e+01
1.053000e-05,2.247491452e-04,2.099462400e-04,3.261632000e-07,1.049731200e-05,2.512290415e+01,2.629000000e+01
1.255000e-05,1.361621899e-04,1.275264000e-04,2.136460800e-07,6.376320000e-06,2.619018690e+01,2.738000000e+01
1.456000e-05,9.182500520e-05,8.748416000e-05,1.613235200e-07,4.374208000e-06,2.658721779e+01,2.747000000e+01
1.744000e-05,5.947247926e-05,5.945984000e-05,1.112051200e-07,2.972992000e-06,2.629022658e+01,2.630000000e+01
2.146000e-05,3.895783114e-05,4.067200000e-05,9.202368000e-08,2.033600000e-06,2.466814254e+01,2.396000000e+01
2.549000e-05,2.906991688e-05,3.067456000e-05,7.732928000e-08,1.533728000e-06,2.250800001e+01,2.171000000e+01
2.950000e-05,2.339430664e-05,2.436384000e-05,6.798784000e-08,1.218192000e-06,2.039258810e+01,1.984000000e+01
3.528000e-05,1.827881118e-05,1.859628800e-05,3.783808000e-08,9.298144000e-07,1.784033071e+01,1.764000000e+01
4.330000e-05,1.389855179e-05,1.377075200e-05,3.579136000e-08,6.885376000e-07,1.522145958e+01,1.532000000e+01
5.140000e-05,1.100219560e-05,1.071641600e-05,3.261632000e-08,5.358208000e-07,1.336567981e+01,1.360000000e+01
5.941000e-05,8.957506649e-06,8.656576000e-06,3.177664000e-08,4.328288000e-07,1.204181116e+01,1.232000000e+01
7.095000e-05,6.772757592e-06,6.617728000e-06,1.640524800e-08,3.308864000e-07,1.079323099e+01,1.096000000e+01
8.707000e-05,4.907579457e-06,4.878016000e-06,1.669913600e-08,2.439008000e-07,9.510938172e+00,9.550000000e+00
1.031600e-04,3.719534792e-06,3.718208000e-06,1.541075200e-08,1.859104000e-07,8.624577976e+00,8.630000000e+00
1.192200e-04,2.922721444e-06,2.931008000e-06,1.900563200e-08,1.465504000e-07,7.958093046e+00,7.940000000e+00
1.423300e-04,2.119195019e-06,2.162700800e-06,9.491008000e-09,1.081350400e-07,7.339071642e+00,7.240000000e+00
1.745400e-04,1.420286757e-06,1.487545600e-06,8.105536000e-09,7.437728000e-08,6.820876424e+00,6.610000000e+00
