time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,2.056474433e-03,2.204422400e-03,3.243264000e-06,6.613267200e-05,1.941572821e+01,1.856000000e+01
6.070000e-06,1.181803689e-03,1.208352000e-03,1.732627200e-06,3.625056000e-05,2.080835650e+01,2.051000000e+01
7.080000e-06,7.320374045e-04,7.360320000e-04,1.167942400e-06,2.208096000e-05,2.215668999e+01,2.209000000e+01
8.520000e-06,4.170530395e-04,4.067200000e-04,5.885632000e-07,1.220160000e-05,2.368039673e+01,2.409000000e+01
1.053000e-05,2.197307253e-04,2.099462400e-04,3.261632000e-07,6.298387200e-06,2.550398324e+01,2.629000000e+01
1.255000e-05,1.322327578e-04,1.275264000e-04,2.136460800e-07,3.825792000e-06,2.670649611e+01,2.738000000e+01
1.456000e-05,8.953913470e-05,8.748416000e-05,1.613235200e-07,2.624524800e-06,2.703781583e+01,2.747000000e+01
1.744000e-05,5.883117900e-05,5.945984000e-05,1.112051200e-07,1.783795200e-06,2.648093550e+01,2.630000000e+01
2.146000e-05,3.936155906e-05,4.067200000e-05,9.202368000e-08,1.220160000e-06,2.449917360e+01,2.396000000e+01
2.549000e-05,2.975268391e-05,3.067456000e-05,7.732928000e-08,9.202368000e-07,2.216232577e+01,2.171000000e+01
2.950000e-05,2.406552348e-05,2.436384000e-05,6.798784000e-08,7.309152000e-07,2.001162045e+01,1.984000000e+01
3.528000e-05,1.878018761e-05,1.859628800e-05,3.783808000e-08,5.578886400e-07,1.752137753e+01,1.764000000e+01
4.330000e-05,1.413503687e-05,1.377075200e-05,3.579136000e-08,4.131225600e-07,1.505120836e+01,1.532000000e+01
5.140000e-05,1.102877662e-05,1.071641600e-05,3.261632000e-08,3.214924800e-07,1.334419564e+01,1.360000000e+01
5.941000e-05,8.846241821e-06,8.656576000e-06,3.177664000e-08,2.596972800e-07,1.214257237e+01,1.232000000e+01
7.095000e-05,6.579082794e-06,6.617728000e-06,1.640524800e-08,1.985318400e-07,1.100402559e+01,1.096000000e+01
8.707000e-05,4.759043683e-06,4.878016000e-06,1.669913600e-08,1.463404800e-07,9.707821693e+00,9.550000000e+00
1.031600e-04,3.664316939e-06,3.718208000e-06,1.541075200e-08,1.115462400e-07,8.711004737e+00,8.630000000e+00
1.192200e-04,2.944952246e-06,2.931008000e-06,1.900563200e-08,8.793024000e-08,7.917993218e+00,7.940000000e+00
1.423300e-04,2.182894345e-06,2.162700800e-06,9.491008000e-09,6.488102400e-08,7.195593149e+00,7.240000000e+00
1.745400e-04,1.467425193e-06,1.487545600e-06,8.105536000e-09,4.462636800e-08,6.674010607e+00,6.610000000e+00
