X,Z,thk(m),rho(Ohmm),mpa(rad),tau_p(s),c()
89.534,402.049,6.41,19.763,0.0,1e-06,0.1
89.534,402.049,8.347,66.589,0.1,9.6e-05,0.519
89.534,402.049,5.665,21.02,0.2,0.00012,0.505
89.534,402.049,10.958,16.255,0.5,0.00012,0.425
89.534,402.049,8.35,17.728,0.5,0.00011,0.393
89.534,402.049,0.0,30.106,0.3,9.9e-05,0.5
