X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
95.000,0.000,0.000,6.410,19.763,0.0,1.0e-06,0.100
95.000,0.000,0.000,8.347,66.589,0.1,9.6e-05,0.519
95.000,0.000,0.000,5.665,21.020,0.2,1.2e-04,0.505
95.000,0.000,0.000,10.958,16.255,0.5,1.2e-04,0.425
95.000,0.000,0.000,8.350,17.728,0.5,1.1e-04,0.393
95.000,0.000,0.000,0.000,30.106,0.3,9.9e-05,0.500
