X,Z,thk(m),rho(Ohmm),mpa(rad),tau_p(s),c()
79.47,3004.33,3.735,300.0,0.0,1e-06,0.081
79.47,3004.33,2.753,3276.477,0.5,4e-05,0.819
79.47,3004.33,2.743,3132.33,0.6,4.7e-05,0.812
79.47,3004.33,2.755,2954.217,0.7,5.8e-05,0.796
79.47,3004.33,5.0,2087.237,0.9,7.8e-05,0.78
79.47,3004.33,0.0,331.873,0.0,1e-06,0.023
