X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
90.000,0.000,0.000,3.765,300.000,0.0,1.0e-06,0.081
90.000,0.000,0.000,2.774,3276.560,0.5,3.9e-05,0.828
90.000,0.000,0.000,2.752,3138.515,0.6,4.8e-05,0.814
90.000,0.000,0.000,2.753,2965.987,0.7,5.9e-05,0.796
90.000,0.000,0.000,5.000,2081.470,0.9,7.8e-05,0.779
90.000,0.000,0.000,0.000,331.299,0.0,1.0e-06,0.023
