X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
90.000,0.000,0.000,3.732,300.000,0.0,1.0e-06,0.082
90.000,0.000,0.000,2.742,3286.690,0.5,4.1e-05,0.811
90.000,0.000,0.000,2.740,3134.736,0.6,4.7e-05,0.810
90.000,0.000,0.000,2.759,2948.758,0.7,5.8e-05,0.797
90.000,0.000,0.000,5.000,2082.801,0.9,7.8e-05,0.780
90.000,0.000,0.000,0.000,331.778,0.0,1.0e-06,0.023
