X,Z,thk(m),rho(Ohmm),mpa(rad),tau_p(s),c()
79.47,3004.33,3.732,300.0,0.0,1e-06,0.082
79.47,3004.33,2.742,3286.69,0.5,4.1e-05,0.811
79.47,3004.33,2.74,3134.736,0.6,4.7e-05,0.81
79.47,3004.33,2.759,2948.758,0.7,5.8e-05,0.797
79.47,3004.33,5.0,2082.801,0.9,7.8e-05,0.78
79.47,3004.33,0.0,331.778,0.0,1e-06,0.023
