time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
1.255000e-05,7.782412760e-05,7.860400000e-05,7.253240000e-08,3.930200000e-06,2.492507630e+02,2.477300000e+02
1.456000e-05,3.061430437e-05,3.677360000e-05,2.795000000e-08,1.838680000e-06,3.624379439e+02,3.208900000e+02
1.744000e-05,4.306226652e-06,7.069200000e-06,1.325604000e-08,3.534600000e-07,9.919204015e+02,7.128300000e+02
2.146000e-05,-5.067739305e-06,-6.677040000e-06,2.241160000e-08,3.338520000e-07,-6.297862486e+02,-5.238500000e+02
2.549000e-05,-6.458034235e-06,-7.512960000e-06,2.265240000e-09,3.756480000e-07,-4.021940046e+02,-3.636600000e+02
2.950000e-05,-5.775951371e-06,-7.146600000e-06,1.752680000e-08,3.573300000e-07,-3.396251434e+02,-2.946200000e+02
3.528000e-05,-4.180803853e-06,-3.801200000e-06,2.088080000e-09,1.900600000e-07,-3.126545291e+02,-3.331600000e+02
4.330000e-05,-2.441545452e-06,-2.449280000e-06,7.105320000e-09,1.224640000e-07,-3.180747373e+02,-3.173200000e+02
5.140000e-05,-1.424626044e-06,-1.293096000e-06,4.535640000e-09,6.465480000e-08,-3.422786120e+02,-3.650800000e+02
5.941000e-05,-8.388479535e-07,-7.026200000e-07,3.219840000e-09,3.513100000e-08,-3.827343663e+02,-4.307600000e+02
7.095000e-05,-3.716681063e-07,-3.243920000e-07,2.232560000e-09,1.621960000e-08,-4.898856115e+02,-5.363100000e+02
8.707000e-05,-1.127052281e-07,-1.305480000e-07,2.299640000e-09,6.527400000e-09,-7.715698781e+02,-6.995100000e+02
